Date,Minimum temperature (°C),Maximum temperature (°C),Mean Temperature (°C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Speed of maximum wind gust (km/h)
2021/11/23,0.6256684491978609,0.5606060606060606,0.6175710594315245,0.0,0.5,0.17518248175182483,0.45901639344262296
2021/10/07,0.34224598930481287,0.1931818181818181,0.2299741602067183,0.0881057268722467,0.4558823529411765,0.7518248175182483,0.45901639344262296
2021/06/15,0.21390374331550802,0.16287878787878782,0.14728682170542642,0.0,0.05882352941176471,0.0,0.14754098360655737
2022/03/12,0.4652406417112299,0.42803030303030304,0.4496124031007751,0.0,0.25,0.7810218978102189,0.21311475409836064
2021/10/22,0.5721925133689839,0.606060606060606,0.6227390180878553,0.0,0.338235294117647,0.44525547445255476,0.4262295081967213
2021/11/19,0.5401069518716578,0.22727272727272727,0.34883720930232553,0.004405286343612335,0.676470588235294,0.15328467153284672,0.26229508196721313
2021/03/31,0.44919786096256686,0.43560606060606055,0.4470284237726099,0.0,0.23529411764705885,0.6496350364963505,0.06557377049180328
2021/08/25,0.26737967914438504,0.10606060606060601,0.13436692506459955,0.04845814977973569,0.08823529411764706,0.3941605839416059,0.36065573770491804
2021/09/20,0.4117647058823529,0.0946969696969697,0.1963824289405685,0.00881057268722467,0.4117647058823529,0.48175182481751827,0.5737704918032787
2021/02/06,0.7433155080213903,0.534090909090909,0.656330749354005,0.03524229074889868,0.6617647058823529,0.6934306569343066,0.39344262295081966
2021/12/23,0.5775401069518717,0.32575757575757563,0.43410852713178305,0.0,0.4264705882352941,0.635036496350365,0.26229508196721313
2021/12/21,0.6577540106951872,0.515151515151515,0.6020671834625324,0.0,0.5735294117647058,0.9562043795620438,0.26229508196721313
2021/09/21,0.1764705882352941,0.0719696969696969,0.06718346253229977,0.1762114537444934,0.22058823529411764,0.25547445255474455,0.45901639344262296
2021/05/19,0.3636363636363637,0.27272727272727265,0.29457364341085274,0.0,0.2647058823529412,0.48905109489051096,0.39344262295081966
2021/10/14,0.2780748663101604,0.3068181818181817,0.27648578811369506,0.3259911894273128,0.4558823529411765,0.7299270072992701,0.39344262295081966
2021/11/30,0.6096256684491979,0.7689393939393939,0.751937984496124,0.0,0.5882352941176471,0.9927007299270073,0.26229508196721313
2021/09/22,0.2620320855614974,0.2462121212121212,0.22739018087855306,0.004405286343612335,0.05882352941176471,0.4525547445255475,0.18032786885245902
2021/04/19,0.4812834224598931,0.3522727272727273,0.40568475452196384,0.0,0.20588235294117646,0.1678832116788321,0.2459016393442623
2021/09/02,0.6417112299465241,0.5795454545454545,0.6382428940568475,0.0,0.5588235294117647,0.7883211678832118,0.819672131147541
2022/02/22,0.5347593582887701,0.4242424242424242,0.4806201550387597,0.0,0.4705882352941177,0.9124087591240876,0.2459016393442623
2021/06/27,0.3582887700534759,0.1515151515151515,0.20930232558139536,0.0,0.17647058823529413,0.3576642335766424,0.18032786885245902
2021/08/26,0.13368983957219252,0.06060606060606059,0.03875968992248062,0.02643171806167401,0.17647058823529413,0.07299270072992702,0.26229508196721313
2021/05/28,0.42780748663101603,0.0946969696969697,0.20413436692506465,0.00881057268722467,0.029411764705882356,0.03649635036496351,0.39344262295081966
2021/02/09,0.4812834224598931,0.5265151515151514,0.5245478036175711,0.0,0.29411764705882354,0.927007299270073,0.21311475409836064
2021/06/28,0.18181818181818185,0.1439393939393939,0.11886304909560726,0.0,0.10294117647058823,0.6569343065693432,0.14754098360655737
2021/06/24,0.3636363636363637,0.20454545454545447,0.248062015503876,0.0,0.07352941176470588,0.3795620437956205,0.4262295081967213
2021/09/28,0.25133689839572193,0.4431818181818181,0.3565891472868217,0.0,0.4411764705882353,0.6642335766423357,0.14754098360655737
2021/04/10,0.5294117647058824,0.26515151515151514,0.36950904392764866,0.004405286343612335,0.20588235294117646,0.2846715328467153,0.639344262295082
2021/03/29,0.5775401069518717,0.2613636363636363,0.39018087855297157,0.022026431718061675,0.20588235294117646,0.5839416058394161,0.32786885245901637
2021/12/30,0.5882352941176471,0.8749999999999999,0.8139534883720929,0.0,0.5,0.905109489051095,0.21311475409836064
2021/04/05,0.6951871657754011,0.29166666666666663,0.46770025839793283,0.0,0.4264705882352941,0.5912408759124088,0.2459016393442623
2022/01/21,0.7540106951871659,0.6931818181818181,0.7700258397932817,0.0,0.6470588235294118,0.9854014598540146,0.29508196721311475
2021/06/12,0.23529411764705885,0.19696969696969693,0.1808785529715762,0.20704845814977976,0.029411764705882356,0.07299270072992702,0.29508196721311475
2022/02/06,0.5935828877005348,0.6287878787878787,0.648578811369509,0.0,0.6029411764705882,0.9416058394160585,0.29508196721311475
2021/12/10,0.5614973262032086,0.2499999999999999,0.3746770025839793,0.0,0.16176470588235295,0.4525547445255475,0.45901639344262296
