userid,utype,domain,followers,friends,total_tweets,years,per_rt,chars,chars_rt,commas,commas_rt,periods,periods_rt,quesmark,quesmark_rt,exmark,exmark_rt,colon,colon_rt,semi,semi_rt,punc,punc_rt,tagpermsg,tagpermsg_rt,mentpermsg,mentpermsg_rt,urlpermsg,urlpermsg_rt,percent_msgwithment,percent_msgwithment_rt,percent_msgwithtag,percent_msgwithtag_rt,percent_msgwithurl,percent_msgwithurl_rt,first,verb_phrase,noun_phrase,interj,stopwords,slang,sentiment,entity,active_vb,modal_vb,negative_vb,dt,num_en,org_avg_d,org_med,org_avg_d_np,org_med_np,org_avg_d_vp,org_med_vp,pot_org,rt_avg_d,rt_med,rt_avg_d_np,rt_med_np,rt_avg_d_vp,rt_med_vp,pot_rt,lexco,glowbe_glowbe_dist_minval,glowbe_glowbe_dist_min3val,glowbe_glowbe_dist_minval_rt,glowbe_glowbe_dist_min3val_rt,glowbe_us_count_minval,glowbe_us_count_min3val, topic_coherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3775775384,between100-10msgs,Fitness,602,1998,322,6.547945205,0.01242236,105.1383648,119.5,0.110062893,0.5,1.113207547,1.75,0.012578616,0,0.547169811,1.25,0.98427673,2,0.144654088,1,2.911949686,6.5,1.663522013,0.5,1.229559748,1,0.902515723,0.75,0.836477987,1,0.871069182,0.5,0.858490566,0.75,0.121527778,1.423611111,3.059027778,0.166666667,2.826388889,1.239583333,0.472222222,0.614583333,0.09375,0.763888889,0.885416667,0.96875,288,5.378640777,5,2.718644068,2,4.841085271,4,0.842767296,5.5,5.5,2,2,4.5,4.5,1,0.036160937,0.363741354,0.211348088,0.400224215,0.249543774,None,None,None,0.061746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6869837856,friend,Business,2674,2470,51,6.734246575,0.117647059,110.0222222,113.1666667,0.088888889,0,1.355555556,0.833333333,0.466666667,0.166666667,0.044444444,0.166666667,0.977777778,1.666666667,0.111111111,0,3.044444444,2.833333333,0.488888889,0.666666667,1.022222222,2.166666667,0.933333333,0.833333333,0.866666667,1,0.488888889,1,0.933333333,1,0.14893617,2.106382979,4.680851064,0.404255319,0.893617021,0.978723404,0.276595745,0.957446809,1.021276596,0.319148936,0.404255319,0.829787234,47,6.704545455,8,2.238095238,2,5.80952381,7,0.888888889,5.4,4,2.4,2,5,3,0.666666667,0.176458418,0.493730209,0.279597295,0.486152373,0.285594156,None,None,None,0.049701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707351075,Random,Unknown,8140,7664,6,6.802739726,0.5,58,126,0,1,0.666666667,1,0.333333333,0,0.333333333,0.666666667,0,1.666666667,0,0,1.333333333,4.333333333,0,1,1.666666667,1.333333333,0,0.666666667,1,1,0,1,0,1,0.75,2,4.5,0,5.25,2.25,0.25,0.25,1.25,1.25,2,0.5,4,6.067669173,5,3.204,2,5.802884615,4,0.737827715,7.503401361,7,4.083333333,3,6.622137405,6,0.903654485,0.008722186,0.388125258,0.235812714,0.546322987,0.31130359,1588,9164,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849265099,morethan100msgs,Business,508,2118,153,6.61369863,0.058823529,94.55555556,106,0.111111111,0.222222222,1.1875,2.111111111,0.027777778,0,0.173611111,0.333333333,1,1.777777778,0.076388889,0.111111111,2.576388889,4.555555556,3.9375,1.333333333,0.291666667,1.333333333,0.972222222,1,0.222222222,1,0.819444444,1,0.944444444,1,0.34751773,0.921985816,2.539007092,0.120567376,1.822695035,0.666666667,0.382978723,0.234042553,0.191489362,0.361702128,0.695035461,0.510638298,141,5.358024691,5,2.974025974,2,5.080645161,4,0.416666667,6,6.5,4.571428571,4,5.5,5,0.777777778,0.00561997,0.507888528,0.304807874,0.387093586,0.248202839,None,None,None,0.047043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7350445022,morethan100msgs,Technology,117,16,1358,1.712328767,0.002945508,102.7363368,97.5,0.022156573,0,2.020679468,2,0,0,0.008124077,0,1.076809453,1,0.125553914,0,3.253323486,3,4,4,0,0,0.988183161,1,0,0,1,1,0.988183161,1,0.016999261,0.114560237,3.430894309,0.777531412,0.184035477,0.03473762,0.000739098,2.199556541,0.00886918,0.025129342,0.061345159,0.271249076,1353,2.823485968,3,2.443131462,2,3.053140097,0,0.825701625,2.25,2,2.25,2,0,0,0.25,0.066248205,0.339235047,0.194702854,0.341194717,0.18131174,None,None,None,0.230228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6190416623,Random,Unknown,488,432,15,5.898630137,0,59.06666667,0,0.066666667,0,0.933333333,0,0,0,0,0,0.066666667,0,0,0,1.066666667,0,0.4,0,0.533333333,0,0,0,0.533333333,0,0.4,0,0,0,0.2,1.466666667,3.333333333,0.333333333,3.533333333,0.4,0.4,0.466666667,0.333333333,0.333333333,1.133333333,0.6,15,5.066666667,4,3,2,5.625,2,0.933333333,0,0,0,0,0,0,0,0,0.410691897,0.252644165,None,None,17,20.333333,0.007654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4136235118,morethan100msgs,Fitness,3405,115,1561,3.194520548,0,106.71877,0,0,0,3.992953235,0,0,0,0.00128123,0,0.000640615,0,0,0,3.99487508,0,8.548366432,0,0,0,0.000640615,0,0,0,0.712363869,0,0.000640615,0,0.000640615,0.261370916,1.503523382,0.272901986,0.001921845,0.576553491,0,0.281870596,0,0,0.000640615,0.000640615,1561,4.002227171,4,2.002227171,2,3.002227171,3,0.000640615,0,0,0,0,0,0,0,0.085273312,0.416993162,0.200819857,None,None,5622,83480.33333,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767672798,between10-3msgs,Technology,2031,696,4,6.884931507,0,134.75,0,0,0,1,0,0.25,0,0,0,0,0,0.25,0,1.5,0,2,0,1.5,0,0,0,1,0,1,0,0,0,0.25,2.25,6.5,0.25,8.5,1,0,0.25,1,0.5,1.5,1.75,4,11.5,12.5,8.25,8.5,8.75,8.5,1,0,0,0,0,0,0,0,0,0.511489217,0.282603743,None,None,187,1157,0.042642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4249105793,between10-3msgs,Science,92,6,329,1.81369863,0.003039514,118.7195122,111,2.466463415,2,2.006097561,2,0,0,0,0,3.993902439,4,0,0,8.466463415,8,3.993902439,4,0,0,1.993902439,2,0,0,1,1,1,1,1.534954407,0.094224924,5.334346505,0,1.534954407,1.534954407,0,1.802431611,0,0,1.534954407,0,329,5.082317073,6,2.006097561,2,4.082317073,5,1,4,4,2,2,3,3,1,0.693886677,0.297691701,0.168370314,None,None,None,None,None,0.161649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4946877925,between100-10msgs,Technology,7915,5508,1063,6.649315068,0.148635936,78.73149171,95.63924051,0.04198895,0.936708861,1.232044199,2.050632911,0,0,0.254143646,0.462025316,1.161325967,1.462025316,0.008839779,0.050632911,2.698342541,4.962025316,3.6,3.094936709,0.182320442,0.734177215,1.161325967,1.120253165,0.18121547,0.335443038,0.965745856,0.835443038,1,0.993670886,0.01984127,0.232142857,1.321428571,0.05952381,0.343253968,0.308531746,0.071428571,0.3125,0.037698413,0.01984127,0.046626984,0.0625,1008,2.678097345,2,2.247741935,2,2.918552036,0,0.091712707,2.901960784,3,2.653543307,2,2.454545455,0,0.32278481,0.020034,0.670203073,0.383673052,0.631953916,0.392486185,9,24.333333,0.102827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9395058901,between100-10msgs,Fitness,476,981,19,4.167123288,0.105263158,107.4117647,78,0.352941176,0,2.117647059,1.5,0.058823529,0,1.117647059,0,0.764705882,2,0,0,4.411764706,3.5,1.529411765,2,0.294117647,1,0.588235294,0,0.294117647,1,0.352941176,0.5,0.588235294,0,0.222222222,1.888888889,4.388888889,0.111111111,3.777777778,0.833333333,0.388888889,0.222222222,0.5,0.388888889,0.833333333,1,18,6.941176471,7,4.0625,3,7.636363636,6,0.764705882,5,5,2,2,3,3,0.5,0.029428099,0.511026248,0.320499612,None,None,1,152.333333,0.049287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8365312880,between10-3msgs,Fitness,3613,953,34,6.679452055,0.323529412,119.5652174,129.4545455,0.347826087,0.272727273,1.956521739,1.454545455,0.130434783,0,0.217391304,0.636363636,1.304347826,3.090909091,0,0.090909091,3.956521739,5.545454545,0.956521739,1.181818182,1.956521739,1.909090909,0.826086957,1,0.826086957,1,0.739130435,0.545454545,0.826086957,1,0.136363636,0.590909091,3.636363636,0.090909091,1.818181818,0.454545455,0.272727273,0.727272727,0.090909091,0.136363636,0.636363636,0.727272727,22,5.043478261,5,3.347826087,3,4.416666667,2,0.956521739,5,4,3.090909091,3,3.777777778,3,1,0.025150806,0.320691899,0.195131953,0.371411086,0.197890816,6,9.333333,0.025782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9182945549,Random,Unknown,1554,1358,2,5.868493151,1,0,127,0,0,0,0.5,0,0,0,0.5,0,1.5,0,0,0,2.5,0,0.5,0,1,0,0,0,1,0,0.5,0,0,0,4,6,0,4,0,1,1,1,0,0,2,1,0,0,0,0,0,0,0,9.5,9.5,5,5,8.5,8.5,1,0,None,None,0.267773658,0.410463243,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494567365,Random,Unknown,256,167,2,6.504109589,1,0,49,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5,0,1.5,0,0,0,1,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2.5,2.5,2.5,2.5,0,0,0.5,0,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6295068115,between100-10msgs,Science,36,187,3,2.695890411,0.333333333,135.5,143,0,1,2,1,0,0,1,0,3.5,3,0,1,6.5,6,2,2,1,2,1,1,1,1,1,1,1,1,0.333333333,1.666666667,5,0,2.666666667,1,0,0.333333333,0,0.666666667,1,0.333333333,3,4.5,4.5,2,2,3.5,3.5,1,3,3,2,2,2,2,1,0,None,None,0.282482192,0.463931968,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8539770830,mentioned,Technology,2356,264,15,6.501369863,0.333333333,89.7,111.8,0.5,0.4,1.1,1.6,0.1,0,0,0,1,1.2,0.2,0,2.9,3.2,0,0.2,0.7,1.2,0.5,0.2,0.7,1,0,0.2,0.5,0.2,0.6,1.5,4.1,0.5,4.1,1.2,0.2,0.4,0,0.7,1.2,1.1,10,6.2,6.5,3.333333333,3,5.111111111,4,0.8,6.8,7,4.6,4,5,5,1,0.018004779,0.452103149,0.286401117,0.515942176,0.305394587,1357,4294.333333,0.028938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5649587170,between100-10msgs,Science,1018,1999,252,3.934246575,0.194444444,96.42364532,128.1020408,0.167487685,0.489795918,1.216748768,1.714285714,0.034482759,0.081632653,0.103448276,0.142857143,1.320197044,2.142857143,0.014778325,0.040816327,2.857142857,4.612244898,2.458128079,2.224489796,0.472906404,1.775510204,1.088669951,0.469387755,0.320197044,1,0.842364532,0.918367347,0.97044335,0.469387755,0.139423077,1.004807692,3.019230769,0.182692308,1.221153846,0.360576923,0.134615385,0.552884615,0.110576923,0.163461538,0.418269231,0.466346154,208,4.723404255,4,2.657303371,2,3.854304636,3,0.650246305,6.083333333,5,3.177777778,2,5.615384615,3.5,0.755102041,0.037912274,0.401879537,0.238191101,0.485424196,0.284580602,None,None,None,0.035925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6270159355,morethan100msgs,Fitness,716,238,654,4.136986301,0.010703364,125.5502318,122.8571429,0.086553323,0,1.826893354,2.142857143,0.078825348,0,0.021638331,0,1.836166924,1.857142857,0.035548686,0,3.885625966,4,3.814528594,3.714285714,0,0,1.774343122,1.857142857,0,1,1,1,1,1,0.068807339,0.814984709,3.019877676,0.082568807,0.825688073,0.214067278,0.036697248,0.304281346,0.120795107,0.056574924,0.134556575,0.339449541,654,5.064914992,5,2.973724884,2,4.233905579,3,0.992272025,5.285714286,5,2.571428571,2,4.6,4,1,0.035425273,0.393005065,0.228375439,0.412453962,0.258224067,None,None,None,0.01861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548148030,Random,Unknown,818,342,2,4.969863014,1,0,109,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,4,2,0,6,3,1,0,0,2,2,1,1,0,0,0,0,0,0,0,11.5,11.5,7,7,10.5,10.5,1,0,None,None,0.317751548,0.532550826,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9431779508,between100-10msgs,Technology,293,45,9,4.780821918,0,114.4444444,0,0.222222222,0,2.555555556,0,0,0,0,0,1.888888889,0,0,0,4.666666667,0,4.888888889,0,0,0,1,0,0,0,0.666666667,0,1,0,0,0.444444444,3.333333333,0,1.333333333,0.111111111,0.111111111,1.222222222,0,0.111111111,0.111111111,0.444444444,9,3.444444444,2,2.555555556,2,5,0,0.555555556,0,0,0,0,0,0,0,0.113333333,0.42364143,0.261132444,None,None,None,None,None,0.085562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997562679,between10-3msgs,Fitness,1193,1906,65,2.591780822,0.015384615,136.25,136,0.734375,2,4.109375,4,0.078125,0,0.03125,0,2.5,3,0.1875,0,7.640625,9,0.078125,0,0.109375,0,1.03125,1,0.109375,0,0.0625,0,1,1,0.353846154,1.676923077,5.907692308,0.061538462,3.369230769,0.876923077,0.061538462,1.707692308,0.2,0.492307692,1.230769231,1.123076923,65,8.40625,8,4.921875,4,7.2,7,1,8,8,2,2,7,7,1,0.052569795,0.52214099,0.310629449,0.712281087,0.376974315,None,None,None,0.058067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5309371672,between100-10msgs,Technology,2680,2282,387,1.673972603,0,129.5452196,0,0.366925065,0,3.325581395,0,0.056847545,0,0.012919897,0,1.397932817,0,0,0,5.160206718,0,0.434108527,0,0,0,1,0,0,0,0.434108527,0,1,0,0.324675325,1.096103896,4.002597403,0.057142857,1.594805195,0.550649351,0.135064935,2.472727273,0.122077922,0.374025974,0.615584416,0.477922078,385,5.745406824,5,3.181102362,2,4.875838926,4,0.981912145,0,0,0,0,0,0,0,0.031313091,0.445936552,0.261981795,None,None,None,None,None,0.132946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7247265711,mentioned,Science,331,232,7,5.904109589,0.285714286,98.4,135,0.8,0,0.8,1.5,0.2,0,0.4,1,0.6,2.5,0.2,0,3,5,1.4,0.5,0.6,1,0.4,0.5,0.6,1,0.6,0.5,0.4,0.5,0.333333333,0.5,3.5,2,0.833333333,0.833333333,0,1,0.166666667,0,1.166666667,0,6,3,3,2,2,2.333333333,2,0.8,6,6,3.5,3.5,5,2.5,1,0,0.33591115,0.216838247,0.324603612,0.203840179,1,5.333333,0.014691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3283249573,between100-10msgs,Science,57,52,18,5.64109589,0,76.94444444,0,0.055555556,0,1,0,0.111111111,0,0.388888889,0,1.111111111,0,0,0,2.666666667,0,0.611111111,0,1.055555556,0,1,0,0.388888889,0,0.611111111,0,1,0,0.111111111,0.777777778,2.5,0,1.166666667,0.666666667,0.166666667,0.555555556,0.055555556,0.166666667,1.222222222,0.444444444,18,3.666666667,4,2.388888889,2,3,0,0.833333333,0,0,0,0,0,0,0,0.157407407,0.410657698,0.195469532,None,None,87,2574.666667,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9475106750,Random,Unknown,3120,652,18,6.679452055,0.111111111,35.75,57.5,0,0,0.4375,0.5,0.0625,0,0,0,0,1,0.0625,0,0.5625,1.5,0,0,1,1,0,0,1,1,0,0,0,0,0.125,0.9375,1.875,0.8125,2,0.625,0.375,0.0625,0.3125,0.3125,0.625,0.6875,16,4.923076923,4,2.181818182,2,3.727272727,3,0.5,4.5,4.5,2.5,2.5,3,1.5,1,0.020833333,0.150835966,0.097512295,0.256728849,0.160919622,12871,137648.6667,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6867090314,between10-3msgs,Technology,1449,739,2,3.643835616,0.5,63,112,0,0,1,0,1,0,0,0,1,2,0,0,3,2,0,0,0,2,1,0,0,1,0,0,1,0,0,1,3,0,0,1,0,1,0,0,1,0,1,3,3,2,2,2,2,1,3,3,2,2,2,2,1,0,None,None,0.242787394,0.62108549,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4333492969,between10-3msgs,Fitness,948,1758,26,6.915068493,0,117.6538462,0,0.884615385,0,1.461538462,0,0.538461538,0,0.961538462,0,0.653846154,0,0.153846154,0,4.653846154,0,2.076923077,0,0.153846154,0,0.423076923,0,0.115384615,0,0.730769231,0,0.423076923,0,0.423076923,2.576923077,5.461538462,0.076923077,4.846153846,2.038461538,0.461538462,0.115384615,0.692307692,0.461538462,1.269230769,0.769230769,26,8.2,8,4.32,4,7.5,7,0.846153846,0,0,0,0,0,0,0,0.019732595,0.533197033,0.334577552,None,None,217,223.666667,0.065749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3613012474,between100-10msgs,Technology,2503,2658,13,3.698630137,0.076923077,102.0833333,140,0.25,2,0.916666667,2,0,0,0.25,1,0.916666667,3,0,0,2.333333333,8,1.833333333,1,0.166666667,1,0.916666667,1,0.083333333,1,1,1,0.916666667,1,0.166666667,1.083333333,4.416666667,0.083333333,2,0.5,0.5,1,0.166666667,0,0.333333333,0.083333333,12,5.75,6,3.25,3,5.3,5,1,6,6,5,5,5,5,1,0.037640399,0.34100756,0.202908729,0.288532824,0.186332274,1,100,0.018892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5322016807,morethan100msgs,Technology,236,87,84,2.679452055,0.583333333,87.37142857,128.2857143,0.171428571,0.081632653,1.257142857,1,0.142857143,0.081632653,0.4,0.102040816,0.771428571,2.040816327,0.057142857,0.163265306,2.8,3.469387755,1.571428571,5.081632653,0.628571429,1.244897959,0.685714286,0.857142857,0.628571429,0.979591837,0.628571429,1,0.657142857,0.857142857,0.230769231,1.153846154,3.115384615,0.557692308,2.211538462,0.730769231,0.192307692,0.346153846,0.326923077,0.346153846,0.769230769,0.5,52,5.514285714,5,3.916666667,2,4.444444444,3,0.628571429,5.346938776,5,3.133333333,2,4.676470588,3,0.734693878,0.068778447,0.447599522,0.268324851,0.405144278,0.243872173,1,95.666667,0.083926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698724359,Random,Unknown,2061,1967,2,5.934246575,0,105,0,0,0,4,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.5,4.5,0,5,0.5,1,0,0,1,2,1.5,2,6,6,4,4,4,4,1,0,0,0,0,0,0,0,0,0.289751789,0.180257952,None,None,144,4306.666667,0.057294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8898901124,mentioned,Fitness,53092,928,14,6.791780822,0.571428571,96.66666667,124.75,0.166666667,0.625,1.5,1.75,0,0.375,1.166666667,0.375,0.666666667,2,0.166666667,0.125,3.666666667,5.25,0.833333333,1.125,1,1.875,0.666666667,0.875,0.833333333,1,0.666666667,1,0.666666667,1,0.5,1.75,3.75,0.25,3.625,1.375,0.5,0.25,0.25,0.375,0.875,1.25,8,7.333333333,7.5,4.166666667,4,6.4,6,0.833333333,6.625,6,4.833333333,2.5,5.25,5,0.875,0.015384615,0.421247318,0.269367115,0.515597416,0.306169322,67,4987.333333,0.008758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6269757663,between10-3msgs,Business,169,377,12,6.84109589,0.916666667,36,122.3636364,0,0.181818182,0,1.545454545,0,0.363636364,0,0,0,2.636363636,0,0,0,4.727272727,0,0.818181818,1,1,0,1.454545455,1,1,0,1,0,1,0.142857143,0.714285714,2.142857143,0.285714286,2,0.571428571,0,0.142857143,0,0.571428571,0.571428571,0.428571429,7,2,2,2,2,0,0,0,6.272727273,5,4.272727273,4,4.555555556,4,1,0.008888889,None,None,0.242787208,0.374671658,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3755125124,expert,Technology,202380,1377,19,6.676712329,0.052631579,58.16666667,137,0.166666667,0,0.666666667,1,0.111111111,0,0.166666667,0,0.444444444,2,0,0,1.555555556,3,0,5,0.777777778,3,0.277777778,1,0.666666667,1,0,1,0.277777778,1,0.210526316,1.052631579,3,0.263157895,2.947368421,0.578947368,0.210526316,0.368421053,0.210526316,0.210526316,0.473684211,0.684210526,19,7.95,7,4.65,4,7.222222222,6,1,13,13,11,11,12,12,1,0.023895352,0.373268973,0.223283737,None,None,16,296,0.007137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5148156634,between100-10msgs,Fitness,236,190,490,5.282191781,0.085714286,128.0848214,133.4047619,0.214285714,0.214285714,1.261160714,1.452380952,0.073660714,0.119047619,0.323660714,0.738095238,1.578125,2.095238095,0.154017857,0.285714286,3.604910714,4.904761905,4.25,1.80952381,0.5625,1.571428571,0.959821429,0.642857143,0.482142857,0.904761905,0.915178571,0.80952381,0.953125,0.642857143,0.224824356,1.494145199,4.046838407,0.086651054,2.395784543,0.805620609,0.18501171,0.503512881,0.227166276,0.206088993,0.538641686,0.707259953,427,6.395089286,6,3.013513514,2,5.632911392,5,0.935267857,7.404761905,7,3.428571429,2.5,6.657894737,6,0.976190476,0.023373704,0.406260063,0.235875486,0.486295678,0.284010096,None,None,None,-0.00681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4277252559,Random,Unknown,10725,7798,252,6.591780822,0.503968254,103.176,125.6062992,0.176,0.11023622,1.144,1.448818898,0.048,0.157480315,0.432,0.480314961,0.968,2.377952756,0.072,0.149606299,2.84,4.724409449,0.752,1.921259843,1.144,1.496062992,0.856,0.960629921,0.904,1,0.432,0.677165354,0.848,0.913385827,0.243902439,1.243902439,3.859756098,0.219512195,2.286585366,0.945121951,0.335365854,0.573170732,0.323170732,0.304878049,0.530487805,0.62804878,164,5.608,5,3.488,3,5.058823529,4,0.976,5.708661417,5,3.152,2,5.494505495,3,0.897637795,0.0157179,0.464931965,0.27263475,0.475721801,0.278057469,None,None,None,0.093738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9806101979,morethan100msgs,Technology,5161,4074,120,3.279452055,0.008333333,112.6218487,94,0.428571429,0,1.218487395,1,0.067226891,0,0.201680672,0,1.168067227,1,0.084033613,0,3.168067227,2,2.857142857,3,0.033613445,0,0.915966387,1,0.033613445,0,0.932773109,1,0.907563025,1,0.283333333,1.3,3.883333333,0.033333333,3.125,0.658333333,0.533333333,0.458333333,0.25,0.4,0.766666667,0.941666667,120,5.781512605,5,3.12605042,2,4.575471698,4,0.924369748,4,4,2,2,3,3,1,0.024446307,0.539285502,0.306932583,None,None,3,8.333333,-0.0039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6156914272,Random,Unknown,91,87,1,3.994520548,1,0,111,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,5,0,8,1,1,0,1,0,1,3,1,0,0,0,0,0,0,0,6,6,2,2,3,3,1,0,None,None,0.2580619,0.355820866,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
